Error,Word
আ ঁ ট া ষ া ঁ ট া,আ ঁ ট া স া ঁ ট া
আ ঊ য় া ল ্,আ উ য় া ল ্
অ ভ ক ্ ত ব ্ ঝ,অ ব ক ্ ত ব ্ য
অ ্ য া ণ ্,অ ্ য া ন ্
অ ত ্ জ ু গ ্ র,অ ত ্ য ু গ ্ র
অ ফ ো ক র ্,অ প ো ক র ্
আ ম া ণ,আ ম া ন
অ ব ি ন ে য়,অ ভ ি ন ে য়
অ ন ্ ত র ্ ভ ি গ ্ র হ,অ ন ্ ত র ্ ব ি গ ্ র হ
অ ণ ্ ঝ দ ে শ,অ ন ্ য দ ে শ
অ য ু হ া ত ে র,অ জ ু হ া ত ে র
আ খ ্ জ া য় ি ক া,আ খ ্ য া য় ি ক া
অ উ ণ ি,অ উ ন ি
অ শ ্ ত ্ র ী,অ স ্ ত ্ র ী
অ ভ ি ণ ণ ্ দ ণ প ত ্ র,অ ভ ি ন ন ্ দ ন প ত ্ র
আ ঞ ্ য ি,আ ঞ ্ জ ি
অ ব ী ক,অ ভ ী ক
আ ক ্ ল া ণ ্ ত,আ ক ্ ল া ন ্ ত
অ ধ ৃ স ্ ট ব ৈ গ ু ণ ্ জ ব শ ত,অ দ ৃ ষ ্ ট ব ৈ গ ু ণ ্ য ব শ ত
অ স ি থ ি ল,অ শ ি থ ি ল
অ ণ য় ি,অ ন য় ি
অ গ ্ ন ি শ ু ধ ্ ধ,অ গ ্ ন ি শ ু দ ্ ধ
আ ত ্ ম ব ি ধ,আ ত ্ ম ব ি দ
অ ণ ্ য া য় ছ া র ী,অ ন ্ য া য় চ া র ী
অ ণ ্ ধ ত ম স,অ ন ্ ধ ত ম স
অ ঙ ্ ক স া য় ি ন ী,অ ঙ ্ ক শ া য় ি ন ী
অ ক ল ্ ঝ া ণ য ন ক,অ ক ল ্ য া ণ জ ন ক
অ ধ ু ঃ খ ি ত,অ দ ু ঃ খ ি ত
অ ভ ি ণ ে ত া র া,অ ভ ি ন ে ত া র া
আ ট প ন ে,আ ট প ণ ে
অ ন ্ ত র া ল ভ র ্ ত ী,অ ন ্ ত র া ল ব র ্ ত ী
অ ল ্ ফ য ্ ঞ ত ্ ব,অ ল ্ প জ ্ ঞ ত ্ ব
অ ঙ ্ ক ু র ো ধ,অ ঙ ্ ক ু র ো দ
অ স র ী র,অ শ র ী র
অ ণ ি ষ ্ চ ি ত ভ া ব ে,অ ন ি শ ্ চ ি ত ভ া ব ে
অ ্ য া ম ্ ভ ু স,অ ্ য া ম ্ ব ু শ
অ ণ ু ত া প,অ ন ু ত া প
অ ন ু স হ ঝ ো গ ে,অ ন ু স হ য ো গ ে
অ ণ ি ক ে ত,অ ন ি ক ে ত
আ জ ী ভ ন ক া ল,আ জ ী ব ন ক া ল
অ দ ্ য ে শ ণ,অ ধ ্ য ে ষ ণ
অ জ ো গ ্ য া,অ য ো গ ্ য া
অ শ জ ্ জ ি ত,অ স জ ্ জ ি ত
অ ট ্ ট া ল ি ক া ষ ম ূ হ ে র,অ ট ্ ট া ল ি ক া স ম ূ হ ে র
অ ব া ভ য ু ক ্ ত,অ ভ া ব য ু ক ্ ত
আ গ শ ্ ট,আ গ ষ ্ ট
অ ভ চ ি ত,অ ব চ ি ত
অ শ া দ ৃ শ ্ ঝ,অ স া দ ৃ শ ্ য
অ ম জ ভ ু ত,অ ম জ ব ু ত
অ ণ ্ ত ি,অ ন ্ ত ি
অ ন ্ ত র ্ ভ া হ,অ ন ্ ত র ্ ব া হ
অ ন া শ ক ্ ত া,অ ন া স ক ্ ত া
আ ত ্ ম া ভ ম া ণ ন া,আ ত ্ ম া ব ম া ন ন া
অ ব ণ ী ণ ্ দ ্ র ণ া থ,অ ব ন ী ন ্ দ ্ র ন া থ
অ ষ ি ম ্,অ শ ি ম ্
আ গ ম ণ ে,আ গ ম ন ে
অ ব ো ঈ ত ো ণ ি ক ্,অ ব ো ই ত ো ন ি ক ্
অ ন া ষ ্,অ ন া স ্
অ শ া ল ী ণ,অ শ া ল ী ন
অ ণ ু য ো গ ক া র ী,অ ন ু য ো গ ক া র ী
আ ঁ ত ফ ড় া,আ ঁ ত প ড় া
অ প ভ া ধ ক া র ী,অ প ব া দ ক া র ী
আ ক ছ া র ঈ,আ ক ছ া র ই
অ ণ ি য় ম,অ ন ি য় ম
অ ন ্ ঝ ব া ব ে,অ ন ্ য ভ া ব ে
অ ্ য া র ে শ ্ ট,অ ্ য া র ে স ্ ট
অ ভ ্ ঝ ব স ্ থ া,অ ব ্ য ব স ্ থ া
অ ম ্ ব ঃ ম ্ ভ ষ ্,অ ম ্ ভ ঃ ম ্ ভ স ্
অ হ ্ র ি ধ ্,অ হ ্ র ি দ ্
আ প শ া,আ ফ শ া
অ খ া ন ্ ড,অ খ া ণ ্ ড
অ ঝ ী র ্ ন জ ন ি ত,অ জ ী র ্ ণ জ ন ি ত
আ ভ ে হ া য় া ত,আ ব ে হ া য় া ত
আ জ ্ ঞ া ক া র ি ন ী,আ জ ্ ঞ া ক া র ি ণ ী
অ ভ দ া ন,অ ব ধ া ন
অ ণ া চ র ি ত,অ ন া চ র ি ত
অ ফ ো হ ু জ ু র ্,অ প ো হ ু জ ু র ্
অ ক া ল ্ ফ ো ন ি ক ্,অ ক া ল ্ প ো ন ি ক ্
আ ঝ া ড়,আ জ া ড়
আ প ্ ল া ভ ি ত,আ প ্ ল া ব ি ত
আ ঝ ী ম,আ জ ী ম
অ ঠ া ঈ স,অ ঠ া ই স
অ ম া ণ ্ য ক া র ী,অ ম া ন ্ য ক া র ী
অ শ ম ্ প র ্ ক,অ স ম ্ প র ্ ক
অ ঙ ্ ক শ ্ থ,অ ঙ ্ ক স ্ থ
আ ফ ্ ল ু ত,আ প ্ ল ু ত
অ দ ি ক া র ক র ণ,অ ধ ি ক া র ক র ণ
অ ষ ্ ম া ধ া দ ি,অ স ্ ম া দ া দ ি
আ ক ্ ষ ি র ্,আ ক ্ স ি র ্
আ জ ম া য় ে স,আ জ ম া য় ে শ
আ ণ য় ে,আ ন য় ে
অ ণ ু শ র ণ,অ ন ু স র ণ
অ ন ্ ত র ি ক ্ ষ ভ া ষ ি ন ী,অ ন ্ ত র ি ক ্ ষ ব া স ি ন ী
অ ঙ ্ গ ভ ি হ ী ন ত া,অ ঙ ্ গ ব ি হ ী ন ত া
আ ঁ দ ল া র ে,আ ঁ ধ ল া র ে
আ ট ো ণ ্,আ ট ো ন ্
অ ব া ব ে,অ ভ া ব ে
অ ক ্ স ি প ক ্ স ্ ম,অ ক ্ ষ ি প ক ্ ষ ্ ম
অ ছ ল ি ত,অ চ ল ি ত
আ ন দ ে ষ ে,আ ন দ ে শ ে
অ ন ্ ব ে ষ ন ক া র ী,অ ণ ্ ব ে ষ ণ ক া র ী
অ ম ্ ল র া য,অ ম ্ ল র া জ
অ ষ ম ্ ম ি ল ি ত,অ স ম ্ ম ি ল ি ত
অ স ফ ত ্ ণ,অ স প ত ্ ন
অ ন ্ য ধ ল ব ু ক ্ ত,অ ন ্ য দ ল ভ ু ক ্ ত
অ গ ্ র ষ র,অ গ ্ র স র
আ খ ন ্ ড ল,আ খ ণ ্ ড ল
আ ধ ি ব া শ ী,আ দ ি ব া স ী
অ ন ু ত া প গ ্ র ষ ্ ত,অ ন ু ত া প গ ্ র স ্ ত
আ ফ ঝ া ত ্ য,আ প জ া ত ্ য
অ ক ি ঞ ্ ছ ি ত ক র ত া,অ ক ি ঞ ্ চ ি ত ক র ত া
অ ফ ভ া স া,অ প ভ া ষ া
অ শ ্ ভ ত ্ থ ে র,অ শ ্ ব ত ্ থ ে র
অ ঙ ্ গ ব ি ষ ে ষ,অ ঙ ্ গ ব ি শ ে ষ
অ র ্ ধ ফ ছ া,অ র ্ ধ প চ া
অ ফ ে ক ্ ষ,অ প ে ক ্ ষ
অ ণ ত ি ব ৃ হ ৎ,অ ন ত ি ব ৃ হ ৎ
আ ধ ু র,আ দ ু র
অ ব ্ জ ক ্ ত া,অ ব ্ য ক ্ ত া
আ ম ল া ত া ণ ্ ত ্ র ি ক,আ ম ল া ত া ন ্ ত ্ র ি ক
আ ভ ৃ ত ্,আ ব ৃ ত ্
অ ব ি ন ে ত ্ র ী র,অ ভ ি ন ে ত ্ র ী র
অ ণ ্ ক ্,অ ন ্ ক ্
অ ণ ্ ণ প ূ র ্ ণ া,অ ন ্ ন প ূ র ্ ণ া
অ ছ ঞ ্ ছ ল ভ া ব ে,অ চ ঞ ্ চ ল ভ া ব ে
অ ষ ি ব,অ শ ি ব
অ ঊ ট ্,অ উ ট ্
অ ণ ি ন া ধ ি ত,অ ন ি ন া দ ি ত
আ ধ প ে ঈ,আ দ প ে ই
আ ভ া আ ব া,আ ব া আ ব া
অ ণ ত হ ি,অ ন ত হ ি
অ ব ো শ া ধ ্,অ ব ো শ া দ ্
অ স া ব দ া ণ ত া,অ স া ব ধ া ন ত া
অ ত ি শ ্ ঠ,অ ত ি ষ ্ ঠ
অ ণ ু ক ম ্ প া য় ী,অ ন ু ক ম ্ প া য় ী
অ ণ ব শ ্,অ ন ব স ্
অ ক ল ম ণ ্ দ,অ ক ল ম ন ্ দ
আ ণ ণ ্ দ জ ণ ক,আ ন ন ্ দ জ ন ক
অ ষ চ ্ চ ল ত া,অ স চ ্ ছ ল ত া
অ র ্ থ র ূ ফ ে,অ র ্ থ র ূ প ে
অ ণ ু ন য় ে র,অ ন ু ন য় ে র
অ স ্ ফ ষ ্ ট ভ া ভ ে,অ স ্ প ষ ্ ট ভ া ব ে
আ ত ্ ম ো ৎ শ র ্ গ,আ ত ্ ম ো ৎ স র ্ গ
আ ভ া গ া,আ ব া গ া
অ ষ ক ্ র ি,অ স ক ্ র ি
অ স ্ ব া র ূ ঢ়,অ শ ্ ব া র ূ ঢ়
আ চ ড় া,আ ছ ড় া
অ ত ্ জ ু ণ ্ ন ত ি,অ ত ্ য ু ন ্ ন ত ি
অ ব ৈ ধ ব ্ ঝ,অ ব ৈ ধ ব ্ য
আ জ ভ ্,আ জ ব ্
অ ভ হ ে ল া য়,অ ব হ ে ল া য়
আ ও য় া ঝ ট া,আ ও য় া জ ট া
অ ক ো স ্,অ ক ো শ ্
আ ণ ণ ্ দ ম য়,আ ন ন ্ দ ম য়
অ ং শ ম া ণ,অ ং শ ম া ন
অ প ্ র শ ূ ত া,অ প ্ র স ূ ত া
অ ক ্ ল ি স ্ ট,অ ক ্ ল ি ষ ্ ট
অ স ্ ত ি ত ্ ব ষ ূ ণ ্ জ,অ স ্ ত ি ত ্ ব শ ূ ন ্ য
আ থ া ণ ্,আ থ া ন ্
অ ণ ন ু র ক ্ ত,অ ন ন ু র ক ্ ত
অ ন ্ ন দ া ষ,অ ন ্ ন দ া স
আ দ ে শ ্ ট া,আ দ ে ষ ্ ট া
অ ব ি ণ য় য ো গ ্ য,অ ভ ি ন য় য ো গ ্ য
অ ণ ু শ ো চ ণ া,অ ন ু শ ো চ ন া
অ ষ হ া য় ্,অ শ হ া য় ্
অ ন ফ ে ক ্,অ ন প ে ক ্
অ ন ন ্ জ া ধ ৃ স ্ ট ি,অ ন ন ্ য া দ ৃ ষ ্ ট ি
অ ্ ঝ া ত ো দ ূ র ্,অ ্ য া ত ো দ ূ র ্
অ প ্ র য় ে া জ ণ ী য়,অ প ্ র য় ে া জ ন ী য়
অ ফ ো ন য় ্,অ প ো ন য় ্
অ স ম ্ ব া ব ণ ী য়,অ স ম ্ ভ া ব ন ী য়
অ ঙ ্ গ ী ক া র া ভ ধ ্ ধ,অ ঙ ্ গ ী ক া র া ব দ ্ ধ
আ ক ্ শ া র ্,আ ক ্ স া র ্
আ ভ দ ু র,আ ব দ ু র
অ ভ ক র,অ ব ক র
অ ভ ষ র গ ্ র হ ণ ে র,অ ব স র গ ্ র হ ণ ে র
আ দ ে শ ম া ণ ্ য ত া,আ দ ে শ ম া ন ্ য ত া
অ স ঙ ্ ক,অ শ ঙ ্ ক
অ ণ ভ ক া শ,অ ন ব ক া শ
আ ক া ঙ ্ ক ্ স ী য়,আ ক া ঙ ্ ক ্ ষ ী য়
অ শ ৎ স ঙ ্ গ,অ স ৎ স ঙ ্ গ
আ ণ খ া,আ ন খ া
অ ক ্ শ র ে র,অ ক ্ ষ র ে র
অ ম ি য় া ঝ ি ত,অ ম ি য় া জ ি ত
অ ট ো গ ্ র া প,অ ট ো গ ্ র া ফ
অ ন ্ ত ঃ শ া র ভ ি হ ী ন,অ ন ্ ত ঃ স া র ব ি হ ী ন
আ ত ্ ম হ ণ ন ে র,আ ত ্ ম হ ন ন ে র
অ র হ ে ঢ,অ র হ ে ড
অ দ ি র া জ,অ ধ ি র া জ
অ ণ ু ক ্ র ম,অ ন ু ক ্ র ম
অ ক ্ ষ শ ূ ত ্ র,অ ক ্ ষ স ূ ত ্ র
অ ম ণ ো ণ য় ন,অ ম ন ো ন য় ন
অ ফ ক র ্ ম,অ প ক র ্ ম
অ ফ ম া ন ্ জ,অ প ম া ন ্ য
আ ব া ঁ দ া,আ ব া ঁ ধ া
আ ট ক া ণ ো র,আ ট ক া ন ো র
অ ব ি শ া ফ গ ্ র স ্ ত,অ ভ ি শ া প গ ্ র স ্ ত
অ স ণ ্ ত া ন ভ ত ী,অ স ন ্ ত া ন ব ত ী
অ ন ্ ঝ ্,অ ন ্ জ ্
আ ভ ল ী ল া ক ্ র ম ে,আ ব ল ী ল া ক ্ র ম ে
অ ং ষ ি ত,অ ং শ ি ত
অ শ চ ্ চ র ি ত ্ র া,অ স চ ্ চ র ি ত ্ র া
অ স া দ,অ স া ধ
আ ক ভ র উ ধ ্ দ ী ণ,আ ক ব র উ দ ্ দ ী ন
আ ন ন ্ ধ ধ ্ ব ন ি,আ ন ন ্ দ ধ ্ ব ন ি
অ ত ্ য া ছ া র ে র,অ ত ্ য া চ া র ে র
আ ত ্ ম গ ু ফ ্ ত,আ ত ্ ম গ ু প ্ ত
অ শ ট ্,অ ষ ট ্
আ চ ্ ছ া ধ ্ য,আ চ ্ ছ া দ ্ য
আ ত ্ ম প র ি ছ য়,আ ত ্ ম প র ি চ য়
অ ণ ্ ত র ্ ঘ া ত ক া র ী,অ ন ্ ত র ্ ঘ া ত ক া র ী
অ ভ ন ত ক র ণ,অ ব ন ত ক র ণ
আ ট ণ ্,আ ট ন ্
অ র ্ থ ম ি ণ ্,অ র ্ থ ম ি ন ্
অ ব ি ছ া র ি ত,অ ব ি চ া র ি ত
আ খ ে য,আ খ ে জ
আ ভ ে গ ে,আ ব ে গ ে
আ ঁ ছ ো র,আ ঁ চ ো র
অ ত ণ ্ দ ্ র ি ত,অ ত ন ্ দ ্ র ি ত
আ ত ্ ম র ক ্ ষ ন,আ ত ্ ম র ক ্ ষ ণ
অ ধ র ্ ম ণ ি ষ ্ ঠ,অ ধ র ্ ম ন ি ষ ্ ঠ
অ ব ষ ্ থ ি ত,অ ব স ্ থ ি ত
অ প ো ছ য় ্,অ প ো চ য় ্
আ ম া ধ ে র ও,আ ম া দ ে র ও
আ ণ া চ,আ ন া চ
অ ব র ো দ ে,অ ব র ো ধ ে
আ ণ ু ষ ্ ঠ া ণ ি ক,আ ন ু ষ ্ ঠ া ন ি ক
অ ণ া ড় ম ্ ব র,অ ন া ড় ম ্ ব র
অ ণ ু জ ্ ঞ া ভ া চ ক,অ ন ু জ ্ ঞ া ব া চ ক
অ ফ া র গ ত া,অ প া র গ ত া
আ ভ শ ্ ঝ ি ক,আ ব শ ্ য ি ক
অ ণ ু ক ূ ল ম ত ি,অ ন ু ক ূ ল ম ত ি
আ ত ্ ণ গ ো ফ ন,আ ত ্ ন গ ো প ন
অ ষ ্ ত ্ র ে ফ চ া র ে র,অ স ্ ত ্ র ে প চ া র ে র
অ ভ ্ জ র ্ থ ি ত,অ ভ ্ য র ্ থ ি ত
আ গ ু ফ া ছ ু,আ গ ু প া ছ ু
অ ণ ু ক ল ্ প ে র,অ ন ু ক ল ্ প ে র
অ চ ি য় ত ি,অ ছ ি য় ত ি
অ ক ূ ল ভ া ষ া,অ ক ূ ল ভ া স া
আ ভ র ি ল া,আ ব র ি ল া
অ ণ ্ থ,অ ন ্ থ
অ ত ী ন ্ ধ ্ র ি য়,অ ত ী ন ্ দ ্ র ি য়
অ ঘ ো শ,অ ঘ ো ষ
আ ণ ে ত া,আ ন ে ত া
আ দ ্ জ ে র,আ দ ্ য ে র
অ ত ্ জ ু ক ্ ত ি,অ ত ্ য ু ক ্ ত ি
অ ভ ো ঝ া ন ্,অ ব ো জ া ন ্
অ ণ ি চ ্ চ া ্,অ ন ি চ ্ ছ া ্
আ ভ শ ্ ঝ ক র ণ ী য়,আ ব শ ্ য ক র ণ ী য়
অ ভ ু ত ্ থ া ণ,অ ভ ু ত ্ থ া ন
আ ছ ু ধ া গ ি,আ ছ ু দ া গ ি
অ ণ ্ য থ া ভ া ভ,অ ন ্ য থ া ভ া ব
অ ধ ে হ ী,অ দ ে হ ী
আ ফ ে ল ্,আ প ে ল ্
আ ধ ি ত ্ য,আ দ ি ত ্ য
অ ষ ু য় া,অ শ ু য় া
অ ভ য় ব ে র,অ ব য় ব ে র
অ ছ ি র ে,অ চ ি র ে
অ দ ো গ ত ি র,অ ধ ো গ ত ি র
অ ষ ক ্,অ শ ক ্
অ ণ ু ম া ন ে র,অ ন ু ম া ন ে র
অ ন ্ ত র ি ক ্ ষ ভ া স ী,অ ন ্ ত র ি ক ্ ষ ব া স ী
আ ত ্ ম ভ া ন,আ ত ্ ম ব া ন
আ দ ি ণ া,আ দ ি ন া
অ ণ া র ম ্ ভ,অ ন া র ম ্ ভ
অ ণ ু প র ি ম া ণ,অ ন ু প র ি ম া ণ
অ ধ ৃ ষ ্ ট প ু র ু ষ,অ দ ৃ ষ ্ ট প ু র ু ষ
অ ল ং ক া র া ধ ি,অ ল ং ক া র া দ ি
অ ং গ ু ষ ্ ত া ন া,অ ং গ ু স ্ ত া ন া
আ ঁ শ ভ হ ু ল,আ ঁ শ ব হ ু ল
অ ণ ্ ন ক ূ ট,অ ন ্ ন ক ূ ট
অ ণ ু র ো ধ ক া র ী,অ ন ু র ো ধ ক া র ী
অ ্ য া ক র ্ ঢ ি য় া ণ,অ ্ য া ক র ্ ড ি য় া ন
অ ষ ্ ট শ ফ ্ ত ত ি,অ ষ ্ ট স প ্ ত ত ি
অ ফ হ ত,অ প হ ত
আ ত ্ ম ত ু স ্ ট,আ ত ্ ম ত ু ষ ্ ট
অ ফ ্ র ম ত ্ ত,অ প ্ র ম ত ্ ত
অ ষ ূ য় া,অ স ূ য় া
অ স ্ ত ি ত ্ ভ ভ ি শ ি শ ্ ট,অ স ্ ত ি ত ্ ব ব ি শ ি ষ ্ ট
অ র ো ণ ি,অ র ো ন ি
অ ফ ূ র ণ,অ প ূ র ণ
অ ভ ি জ া ছ ি ত,অ ভ ি য া চ ি ত
আ ঞ ্ জ ি ণ ে,আ ঞ ্ জ ি ন ে
অ ফ ঘ া ত,অ প ঘ া ত
অ ু ণ ল ি খ ন,অ ু ন ল ি খ ন
আ ভ ল ী,আ ব ল ী
অ ণ স ূ য়,অ ন স ূ য়
অ ণ ল ষ ্ ভ স ন া,অ ন ল শ ্ ব স ন া
আ ঊ র ত,আ উ র ত
অ ণ ু প ্ র া স ব ি ষ ে ষ,অ ন ু প ্ র া স ব ি শ ে ষ
অ দ ৃ ষ ্ জ,অ ধ ৃ ষ ্ য
অ প ম ৃ ত ্ জ ু,অ প ম ৃ ত ্ য ু
অ স ্ ভ ী ক ৃ ত ি প ূ র ্ ন,অ স ্ ব ী ক ৃ ত ি প ূ র ্ ণ
আ ঙ ্ গ ি ণ া,আ ঙ ্ গ ি ন া
অ শ ্ ভ চ া ল ি ত,অ শ ্ ব চ া ল ি ত
অ ঙ ্ ক ক শ া,অ ঙ ্ ক ক ষ া
আ দ ট া,আ ধ ট া
অ স ্ ত ্ র স ঝ ্ ঝ ি ত,অ স ্ ত ্ র স জ ্ জ ি ত
অ চ ি ণ ্,অ চ ি ন ্
অ ঝ ্ ঞ া ত ব া শ,অ জ ্ ঞ া ত ব া স
অ ভ স ্ থ া ণ,অ ব স ্ থ া ন
অ ণ ্ দ ্,অ ন ্ দ ্
অ ত ি ব ৃ শ ্ ট ি ত ে,অ ত ি ব ৃ ষ ্ ট ি ত ে
অ ন ি ম ি স,অ ন ি ম ি ষ
অ ্ ঝ া ক র ্,অ ্ য া ক র ্
অ ভ হ া র,অ ব হ া র
অ ন ্ ত ঃ স ী ল ে,অ ন ্ ত ঃ শ ী ল ে
অ ক ্ ষ ি ক া ছ,অ ক ্ ষ ি ক া চ
আ উ ল া ধ,আ উ ল া দ
অ স ু ভ ি দ ে,অ স ু ব ি ধ ে
অ স ্ ত ফ া ট,অ স ্ ত প া ট
আ ক ্ র ম ন ক া র ী,আ ক ্ র ম ণ ক া র ী
অ ভ গ ত ি,অ ব গ ত ি
অ স ো র ি র ্,অ শ ো র ি র ্
অ র ্ থ ব ি স য় ক,অ র ্ থ ব ি ষ য় ক
অ ছ ে ত চ ি ত ্ ত,অ চ ে ত চ ি ত ্ ত
আ প ছ া র ঊ দ ্ দ ী ণ,আ ফ ছ া র উ দ ্ দ ী ন
